nome_contratante,nr_documento_contratante,cidade_contratante,estado_contratante,numero_apolice,data_contratacao,valor_pagamento,valor_premio,nome_beneficiario,status_apolice,Cobertura1,Valor Cob 1,Cobertura2,Valor Cob 2,Cobertura3,Valor Cob 3,capital_segurado
Ágatha Campos,418.602.593-24,Alves da Mata,RN,4105593334,2024-01-20,626.6,192218.68,Matheus da Cruz,Ativa,Morte Natural,15323.5808,Diária por Incapacidade,13.930528,Morte Acidental,18806.2128,69652.64
Dr. Matheus Teixeira,265.430.198-24,Silva de Minas,AL,7127422519,2025-01-04,284.6,383247.47,Sr. André Pastor,Ativa,Diária por Incapacidade,23.204464,Morte Acidental,31326.0264,Morte Natural,25524.9104,116022.32
Sra. Bianca da Paz,473.062.891-87,Rios do Sul,TO,153935991,2025-07-11,647.3,27444.98,Luara da Rosa,Ativa,Diária por Incapacidade,35.528838,Morte Acidental,47963.9313,Auxílio Funeral,710.57676,177644.19
Nathan Silva,468.257.091-94,da Luz,AC,7654071424,2022-12-23,602.47,268551.25,Aylla Câmara,Suspensa,Diária por Incapacidade,33.629452,Morte Natural,36992.3972,Morte Acidental,45399.7602,168147.26
Evelyn Costa,802.347.691-22,Gomes,RN,8130713786,2023-03-23,726.75,432395.31,Theo Cirino,Ativa,Invalidez Permanente,71214.727,Doenças Graves,35607.3635,Auxílio Funeral,2848.58908,712147.27
Sara Souza,972.831.564-37,das Neves Verde,AP,3523171092,2024-02-21,174.25,433610.26,Maria Isis Oliveira,Cancelada,Diária por Incapacidade,10.737708,Invalidez Permanente,5368.854,Doenças Graves,2684.427,53688.54
Melissa Duarte,281.435.097-88,Silva,AL,2749852004,2023-08-25,707.41,394594.57,Vitória Silveira,Cancelada,Invalidez Permanente,72204.78,Doenças Graves,36102.39,Morte Natural,158850.516,722047.8
Isabella Farias,432.895.706-65,da Paz,RJ,9894869548,2023-09-29,982.18,356443.74,Danilo Albuquerque,Ativa,Morte Acidental,251310.7593,Invalidez Permanente,93078.059,Morte Natural,204771.7298,930780.59
Benjamim da Mota,821.734.965-73,Araújo de Novais,PB,3960616175,2023-11-13,400.09,496004.73,Heloísa Teixeira,Suspensa,Doenças Graves,7923.9215,Diária por Incapacidade,31.695686,Morte Acidental,42789.1761,158478.43
Srta. Emanuella Moreira,897.154.630-10,Pinto,MT,270696131,2023-06-29,328.37,50510.02,Kamilly Novais,Ativa,Morte Acidental,35537.6133,Diária por Incapacidade,26.324158,Auxílio Funeral,526.48316,131620.79
Ana Beatriz Souza,421.705.893-41,da Costa,MG,6205790282,2024-09-29,232.21,43470.84,Ravi Lucca Aragão,Ativa,Auxílio Funeral,459.69896,Morte Acidental,31029.6798,Doenças Graves,5746.237,114924.74
Luiz Felipe Fogaça,659.870.431-66,Vasconcelos,PI,6478525840,2025-05-21,673.05,106506.44,Júlia Cirino,Suspensa,Invalidez Permanente,18325.757,Morte Acidental,49479.5439,Doenças Graves,9162.8785,183257.57
Larissa Barros,163.720.985-12,Moraes,SE,3471023268,2025-01-14,312.75,191064.29,Maria Clara das Neves,Suspensa,Morte Acidental,53772.5736,Auxílio Funeral,796.63072,Diária por Incapacidade,39.831536,199157.68
Natália da Luz,846.521.709-20,Nunes,TO,5896406971,2024-12-11,638.99,364461.66,João Miguel Rezende,Suspensa,Morte Acidental,256765.5423,Doenças Graves,47549.1745,Auxílio Funeral,3803.93396,950983.49
Caroline Mendonça,173.658.029-95,Fernandes da Mata,MS,1859159130,2023-07-17,439.42,288224.61,Pedro Lucas Santos,Cancelada,Diária por Incapacidade,15.879132,Invalidez Permanente,7939.566,Auxílio Funeral,317.58264,79395.66
Beatriz Nascimento,439.085.271-04,Silva,BA,9481397581,2023-12-07,780.65,112207.32,Ágatha Ramos,Ativa,Morte Acidental,38173.8312,Invalidez Permanente,14138.456,Diária por Incapacidade,28.276912,141384.56
Maria Vitória Viana,016.894.537-10,Lopes,CE,2123447722,2025-05-14,405.96,174102.18,Manuella Carvalho,Cancelada,Morte Natural,21162.8428,Morte Acidental,25972.5798,Auxílio Funeral,384.77896,96194.74
Mariah Nogueira,238.647.051-26,Lopes,MA,2948077082,2025-01-04,174.86,313237.44,Dr. Théo Cassiano,Cancelada,Morte Natural,43871.3814,Doenças Graves,9970.7685,Diária por Incapacidade,39.883074,199415.37
Gabriel Vargas,871.523.049-04,Nogueira do Campo,RS,2355759710,2025-03-26,103.7,374685.64,Maria Sophia Pereira,Ativa,Morte Acidental,36262.7334,Diária por Incapacidade,26.861284,Doenças Graves,6715.321,134306.42
Yan Pinto,297.158.306-68,Rodrigues de Caldeira,RN,6106889835,2023-07-16,146.69,410412.61,Nina Fernandes,Ativa,Auxílio Funeral,691.91312,Morte Acidental,46704.1356,Invalidez Permanente,17297.828,172978.28
Maya Gonçalves,568.491.732-19,Gomes do Oeste,SE,7129524767,2023-03-15,411.83,234820.77,Sofia Araújo,Cancelada,Invalidez Permanente,12374.983,Morte Natural,27224.9626,Diária por Incapacidade,24.749966,123749.83
Esther Novaes,468.715.029-20,Campos de Silveira,SC,8861572525,2024-11-18,985.36,318686.42,Luna Gomes,Ativa,Morte Acidental,42010.4367,Auxílio Funeral,622.37684,Invalidez Permanente,15559.421,155594.21
Eduarda Campos,167.590.824-94,Pinto de Silveira,AM,5864747668,2024-03-23,546.2,488842.23,Benjamin Vieira,Ativa,Invalidez Permanente,8642.098,Diária por Incapacidade,17.284196,Morte Acidental,23333.6646,86420.98
Maria Eduarda Farias,043.897.162-04,Duarte,BA,4384367853,2025-09-24,457.1,78127.82,Mathias Fogaça,Ativa,Auxílio Funeral,344.51124,Diária por Incapacidade,17.225562,Invalidez Permanente,8612.781,86127.81
Davi Lucas Novais,095.241.378-79,Pinto do Sul,PE,3906862692,2023-08-07,662.52,214965.52,Larissa Fonseca,Ativa,Diária por Incapacidade,36.35526,Morte Natural,39990.786,Morte Acidental,49079.601,181776.3
Sr. Davi Miguel Vargas,562.109.873-03,Alves de Machado,ES,8741507686,2024-08-23,488.48,306434.27,Maitê Vargas,Suspensa,Doenças Graves,6279.9275,Auxílio Funeral,502.3942,Morte Acidental,33911.6085,125598.55
João Felipe da Conceição,507.213.468-71,Nogueira de Lopes,PI,3497712617,2025-07-08,531.02,324320.55,Matteo Carvalho,Ativa,Diária por Incapacidade,155.214182,Auxílio Funeral,3104.28364,Invalidez Permanente,77607.091,776070.91
Ana Carolina Nunes,037.681.492-69,Teixeira,MS,6202271053,2024-03-30,518.76,486027.62,Luna Melo,Ativa,Doenças Graves,9484.512,Diária por Incapacidade,37.938048,Invalidez Permanente,18969.024,189690.24
Sr. João da Paz,351.470.298-50,da Rosa,PA,6354139375,2023-10-26,675.92,24777.38,Isabelly Moura,Ativa,Morte Acidental,39781.9323,Invalidez Permanente,14734.049,Doenças Graves,7367.0245,147340.49
Davi Miguel Nascimento,928.051.734-14,Araújo,RO,3516323913,2025-04-25,969.28,444325.44,Juan Monteiro,Suspensa,Morte Natural,34524.4218,Doenças Graves,7846.4595,Invalidez Permanente,15692.919,156929.19
Davi Pereira,382.540.167-71,da Mata,AM,3536396807,2022-11-11,884.78,11796.72,Asafe Sousa,Ativa,Auxílio Funeral,792.50848,Morte Natural,43587.9664,Morte Acidental,53494.3224,198127.12
Isis da Luz,174.398.506-10,Souza,SP,9718749413,2024-10-09,253.89,382106.05,Daniela Siqueira,Cancelada,Auxílio Funeral,364.0462,Diária por Incapacidade,18.20231,Invalidez Permanente,9101.155,91011.55
Eloah Rezende,602.895.134-05,Fonseca de Correia,CE,2587044753,2025-08-07,282.05,209233.5,Joana Oliveira,Suspensa,Morte Acidental,17673.4629,Invalidez Permanente,6545.727,Morte Natural,14400.5994,65457.27
Caio Almeida,156.239.407-06,Gonçalves,RS,5947113449,2023-12-22,839.82,62605.0,Lorenzo Pinto,Cancelada,Morte Natural,26516.3536,Morte Acidental,32542.7976,Doenças Graves,6026.444,120528.88
Ester Moreira,276.435.819-91,Brito,SC,4303493538,2024-11-22,672.46,17780.31,Zoe Teixeira,Suspensa,Auxílio Funeral,227.86404,Morte Natural,12532.5222,Invalidez Permanente,5696.601,56966.01
Maria Luiza Barbosa,128.793.564-82,Rocha,AL,6567742471,2025-03-21,576.07,165890.0,Camila Borges,Ativa,Doenças Graves,8336.4045,Morte Acidental,45016.5843,Diária por Incapacidade,33.345618,166728.09
Dr. Renan Garcia,420.895.163-05,Machado,DF,4951642782,2022-12-15,271.89,103366.24,José Miguel Jesus,Cancelada,Morte Natural,110499.092,Morte Acidental,135612.522,Invalidez Permanente,50226.86,502268.6
Sr. Francisco Souza,947.801.365-39,Siqueira,DF,7974824762,2023-08-13,781.16,268540.14,Yago Sampaio,Suspensa,Doenças Graves,4904.142,Diária por Incapacidade,19.616568,Invalidez Permanente,9808.284,98082.84
Laura Fernandes,069.734.258-10,Melo das Pedras,AP,6059225479,2023-12-26,637.58,307453.85,Bella Mendonça,Ativa,Morte Acidental,37156.4199,Auxílio Funeral,550.46548,Invalidez Permanente,13761.637,137616.37
Sr. Gael Rezende,902.745.186-94,Cavalcanti,PI,1836509501,2024-06-30,322.61,300483.3,Emanuelly Freitas,Ativa,Doenças Graves,7508.6515,Diária por Incapacidade,30.034606,Morte Natural,33038.0666,150173.03
Sr. Levi Mendes,913.024.685-70,Fogaça da Mata,MS,9499443936,2024-03-06,310.04,259502.33,Maria Julia da Mota,Ativa,Auxílio Funeral,661.56056,Invalidez Permanente,16539.014,Morte Acidental,44655.3378,165390.14
Mirella Brito,134.076.892-50,Nascimento de da Rosa,PB,6928696001,2024-09-29,140.13,103940.6,João Vitor Duarte,Ativa,Morte Acidental,45739.4067,Auxílio Funeral,677.62084,Morte Natural,37269.1462,169405.21
Mariane Garcia,045.783.219-32,Barbosa Paulista,MG,4089527259,2025-04-15,891.28,325262.16,Anthony Gabriel Novaes,Ativa,Invalidez Permanente,66432.902,Doenças Graves,33216.451,Diária por Incapacidade,132.865804,664329.02
Sr. Antônio Barbosa,615.930.284-15,da Rosa,GO,263023005,2025-03-22,205.37,407021.44,Dra. Eloá da Cunha,Ativa,Diária por Incapacidade,17.417682,Auxílio Funeral,348.35364,Morte Natural,19159.4502,87088.41
Ana Cecília Nunes,765.312.098-95,Marques da Serra,MA,3743482995,2025-05-18,911.83,262492.85,João Miguel da Mata,Ativa,Auxílio Funeral,201.41924,Diária por Incapacidade,10.070962,Invalidez Permanente,5035.481,50354.81
Alexia Novaes,541.098.263-06,Castro,SP,165250409,2024-09-20,560.06,209237.01,Dra. Ester Pinto,Ativa,Morte Natural,132998.0014,Auxílio Funeral,2418.14548,Invalidez Permanente,60453.637,604536.37
Ravi Lucca Costela,042.859.173-60,Pinto da Prata,SP,6042179202,2024-03-23,828.38,476696.79,Danilo da Luz,Ativa,Auxílio Funeral,2741.1382,Doenças Graves,34264.2275,Invalidez Permanente,68528.455,685284.55
Asafe Pereira,109.854.736-57,Novaes do Amparo,DF,7689548584,2022-11-16,740.52,43490.94,Sra. Larissa Casa Grande,Ativa,Morte Acidental,25542.2619,Invalidez Permanente,9460.097,Doenças Graves,4730.0485,94600.97
Maria Sophia Rios,715.293.480-05,Rios do Sul,SE,1191103088,2025-07-05,520.67,446649.21,Srta. Manuela Santos,Ativa,Morte Acidental,38825.9865,Diária por Incapacidade,28.75999,Doenças Graves,7189.9975,143799.95
Asafe Borges,715.649.283-73,Moraes,MT,701975122,2024-08-12,545.18,281474.83,Oliver Souza,Ativa,Morte Acidental,37213.3386,Invalidez Permanente,13782.718,Auxílio Funeral,551.30872,137827.18
Guilherme Monteiro,153.468.079-93,da Paz de Albuquerque,ES,5762048405,2024-01-27,872.04,357416.6,Maria Julia da Mota,Ativa,Invalidez Permanente,9702.776,Diária por Incapacidade,19.405552,Morte Acidental,26197.4952,97027.76
Melina Campos,406.372.581-26,Gonçalves,SC,3369185501,2024-09-01,269.06,81015.93,Maria Luiza Casa Grande,Ativa,Diária por Incapacidade,37.48363,Doenças Graves,9370.9075,Invalidez Permanente,18741.815,187418.15
Maria Liz Peixoto,156.374.208-07,da Mota,AM,1782143739,2023-03-25,446.78,110586.11,Enzo Gabriel da Paz,Ativa,Invalidez Permanente,10994.787,Auxílio Funeral,439.79148,Diária por Incapacidade,21.989574,109947.87
Vitor Novais,156.970.342-61,da Cunha Verde,RJ,476913531,2023-10-01,469.51,425460.31,Luiz Gustavo Cassiano,Ativa,Invalidez Permanente,15282.636,Auxílio Funeral,611.30544,Morte Natural,33621.7992,152826.36
Yasmin da Mata,836.940.217-87,Castro,PB,9009143514,2024-03-21,982.35,419127.09,Dr. Benício Costa,Suspensa,Auxílio Funeral,756.59144,Morte Acidental,51069.9222,Invalidez Permanente,18914.786,189147.86
Dr. Davi Miguel Cavalcante,182.537.946-73,Mendonça de Leão,TO,4596227103,2023-06-15,850.79,433994.19,Gustavo da Mota,Ativa,Invalidez Permanente,19666.654,Doenças Graves,9833.327,Auxílio Funeral,786.66616,196666.54
Maria Helena Farias,134.857.096-20,Cunha Alegre,MT,310367847,2024-03-22,524.53,78746.29,Luiz Miguel Campos,Ativa,Morte Acidental,32620.32,Auxílio Funeral,483.264,Morte Natural,26579.52,120816.0
Gustavo Henrique Sá,928.143.756-28,Pinto de Pires,PE,4943929059,2025-06-14,317.12,479884.25,Brayan Nascimento,Ativa,Invalidez Permanente,13535.807,Diária por Incapacidade,27.071614,Auxílio Funeral,541.43228,135358.07
Igor Monteiro,541.962.073-16,Moraes de Mendonça,RS,4005537773,2023-05-03,668.72,327178.96,Gabrielly Vargas,Ativa,Morte Natural,37214.7754,Diária por Incapacidade,33.831614,Doenças Graves,8457.9035,169158.07
João Pedro da Rocha,162.547.980-85,Gonçalves da Praia,PB,1430971763,2025-05-12,325.5,265606.57,Srta. Bianca Andrade,Ativa,Morte Natural,12971.3672,Morte Acidental,15919.4052,Diária por Incapacidade,11.792152,58960.76
Dr. João Miguel Machado,315.769.048-57,Lopes,ES,1709474576,2024-08-08,766.35,441235.28,Marcelo Pinto,Ativa,Invalidez Permanente,11562.84,Diária por Incapacidade,23.12568,Morte Natural,25438.248,115628.4
Dr. Cauê Guerra,931.607.428-22,Guerra do Campo,AP,5779886923,2025-08-20,330.29,233545.61,Noah Sampaio,Ativa,Diária por Incapacidade,26.49609,Morte Acidental,35769.7215,Invalidez Permanente,13248.045,132480.45
Samuel Gonçalves,294.517.083-32,Cavalcanti,MS,9102979686,2023-10-25,763.25,82400.63,Sr. Levi Fernandes,Ativa,Diária por Incapacidade,32.800748,Doenças Graves,8200.187,Morte Natural,36080.8228,164003.74
Danilo das Neves,938.175.046-75,Rios Grande,MA,8142355993,2023-09-25,823.25,212321.74,Letícia Marques,Ativa,Morte Natural,37914.0388,Auxílio Funeral,689.34616,Invalidez Permanente,17233.654,172336.54
Srta. Sarah Martins,614.052.793-70,Sales,CE,4490330026,2024-11-04,356.97,363272.4,Bruna Castro,Ativa,Morte Natural,21273.7844,Doenças Graves,4834.951,Diária por Incapacidade,19.339804,96699.02
Benicio Macedo,402.165.839-42,Cassiano,PA,7016239512,2025-01-28,733.27,150214.48,Maria Câmara,Cancelada,Morte Natural,32266.2538,Doenças Graves,7333.2395,Invalidez Permanente,14666.479,146664.79
Dr. Benicio Cardoso,976.308.125-40,Marques do Amparo,MA,3850117417,2025-02-24,654.51,153240.37,Guilherme Macedo,Ativa,Diária por Incapacidade,24.90573,Morte Natural,27396.303,Invalidez Permanente,12452.865,124528.65
Bella Silveira,271.963.580-40,da Mota,PA,1013171013,2025-04-09,630.32,66091.96,Cecilia Gonçalves,Suspensa,Morte Natural,28200.6032,Doenças Graves,6409.228,Diária por Incapacidade,25.636912,128184.56
Vitor Hugo Sá,152.684.307-26,Barros do Galho,TO,2919339753,2023-04-19,622.14,315640.94,Sra. Marcela Mendonça,Ativa,Doenças Graves,9194.182,Morte Natural,40454.4008,Invalidez Permanente,18388.364,183883.64
Marcos Vinicius Costela,304.281.956-60,Costa de Minas,SC,4169323341,2025-08-12,383.98,109807.53,Dom Mendonça,Ativa,Morte Acidental,27583.1163,Diária por Incapacidade,20.431938,Auxílio Funeral,408.63876,102159.69
Léo Monteiro,702.581.693-03,Aparecida da Prata,PE,924371509,2023-01-10,129.42,93326.63,Camila Mendonça,Ativa,Invalidez Permanente,86499.264,Diária por Incapacidade,172.998528,Auxílio Funeral,3459.97056,864992.64
Arthur Vargas,834.215.967-19,Sampaio Verde,PE,8362576606,2024-03-31,564.06,240453.61,Isabel Aparecida,Ativa,Morte Natural,43110.1572,Doenças Graves,9797.763,Diária por Incapacidade,39.191052,195955.26
Valentim da Cunha,823.160.457-07,Rios do Sul,AM,5303766257,2022-12-07,510.82,363009.7,Dr. Cauê Montenegro,Suspensa,Auxílio Funeral,432.45604,Morte Natural,23785.0822,Morte Acidental,29190.7827,108114.01
Francisco Mendes,915.473.260-34,Cavalcante,AM,2605268235,2024-03-06,314.23,109295.03,Vitor Castro,Cancelada,Diária por Incapacidade,21.442728,Morte Acidental,28947.6828,Doenças Graves,5360.682,107213.64
Mateus Cardoso,493.781.520-23,Marques,RO,771567655,2023-06-24,115.57,45012.15,Srta. Zoe Rezende,Ativa,Morte Natural,18190.4272,Morte Acidental,22324.6152,Invalidez Permanente,8268.376,82683.76
Srta. Carolina Cunha,451.372.096-43,Camargo das Pedras,RS,8532817078,2023-08-27,855.61,28657.94,Brenda Gomes,Ativa,Auxílio Funeral,514.7154,Diária por Incapacidade,25.73577,Morte Acidental,34743.2895,128678.85
Leandro Martins,703.264.951-34,Pires,DF,9394807333,2024-04-15,869.89,82338.98,Thales Machado,Ativa,Morte Acidental,52171.9164,Auxílio Funeral,772.91728,Doenças Graves,9661.466,193229.32
Benício Sousa,130.958.647-01,Santos da Serra,RR,6718784508,2023-05-19,172.82,229200.64,Enzo Costela,Ativa,Morte Natural,20985.063,Morte Acidental,25754.3955,Doenças Graves,4769.3325,95386.65
Anna Liz Alves,329.107.645-16,da Cruz da Serra,PI,7480226731,2025-05-01,853.41,53683.23,Srta. Mariana Garcia,Ativa,Doenças Graves,6280.5535,Morte Natural,27634.4354,Invalidez Permanente,12561.107,125611.07
Henrique Marques,802.791.365-95,Camargo das Flores,BA,5619341995,2022-12-09,807.97,19668.17,Ana Luiza Rodrigues,Ativa,Morte Natural,123096.237,Invalidez Permanente,55952.835,Doenças Graves,27976.4175,559528.35
Maria Luiza Teixeira,810.325.496-70,Ribeiro,AM,2431710290,2023-10-04,866.8,373188.33,Cauã Castro,Ativa,Auxílio Funeral,441.30908,Invalidez Permanente,11032.727,Diária por Incapacidade,22.065454,110327.27
Lorenzo Ribeiro,519.687.302-30,Fernandes da Praia,RR,519860022,2024-11-12,174.37,129406.52,Luísa Nunes,Ativa,Doenças Graves,9345.26,Morte Acidental,50464.404,Diária por Incapacidade,37.38104,186905.2
Hellena Castro,684.521.709-20,Almeida,AL,3278942622,2023-04-01,629.45,467777.24,Juliana Pimenta,Ativa,Auxílio Funeral,746.84044,Invalidez Permanente,18671.011,Morte Acidental,50411.7297,186710.11
José Montenegro,421.895.673-19,Farias do Sul,RO,512505369,2023-10-29,288.59,453318.34,Lorenzo Barros,Ativa,Morte Acidental,141955.0299,Diária por Incapacidade,105.151874,Morte Natural,115667.0614,525759.37
Emanuel Duarte,428.906.357-83,da Luz do Sul,AM,9265801070,2024-12-01,467.56,14473.28,Bruna da Cunha,Ativa,Diária por Incapacidade,32.839982,Morte Natural,36123.9802,Morte Acidental,44333.9757,164199.91
Luan da Cunha,915.840.632-89,Leão Grande,PE,1166607378,2023-04-15,471.68,268064.4,Guilherme Gonçalves,Ativa,Diária por Incapacidade,38.045368,Invalidez Permanente,19022.684,Morte Natural,41849.9048,190226.84
Manuella da Costa,085.176.932-21,Macedo da Praia,SP,8641720804,2024-03-17,824.02,49269.64,Rafael Freitas,Ativa,Morte Acidental,39920.5395,Morte Natural,32527.847,Auxílio Funeral,591.4154,147853.85
Isabela Novaes,196.825.730-68,Silveira do Galho,PA,6755669371,2022-12-19,755.0,214383.09,Vicente Montenegro,Ativa,Morte Acidental,51510.6243,Morte Natural,41971.6198,Diária por Incapacidade,38.156018,190780.09
Catarina Carvalho,486.952.710-30,Silveira,SC,7036670557,2023-08-26,139.34,48776.0,Erick Sá,Suspensa,Diária por Incapacidade,36.28316,Doenças Graves,9070.79,Invalidez Permanente,18141.58,181415.8
Dr. Dom Teixeira,036.217.498-96,Cirino do Campo,AC,5430322209,2023-04-20,122.93,412480.96,Nina Casa Grande,Ativa,Auxílio Funeral,211.60064,Diária por Incapacidade,10.580032,Doenças Graves,2645.008,52900.16
Maitê Montenegro,285.736.194-73,Mendes da Praia,AM,207525966,2025-04-27,249.65,57655.35,Stephany Lopes,Ativa,Doenças Graves,26257.08,Auxílio Funeral,2100.5664,Invalidez Permanente,52514.16,525141.6
Ana Clara da Luz,260.398.145-51,Rios,GO,4210800238,2025-09-25,521.93,227388.69,Sra. Nicole Rios,Cancelada,Doenças Graves,6882.7835,Morte Acidental,37167.0309,Invalidez Permanente,13765.567,137655.67
Mariane Ribeiro,043.168.597-57,Duarte de Vieira,MG,2618929950,2025-02-05,758.53,286094.54,Clara Cassiano,Cancelada,Morte Natural,16219.1656,Auxílio Funeral,294.89392,Doenças Graves,3686.174,73723.48
Ian Siqueira,368.270.459-00,Lima,PI,1799415170,2022-12-12,355.38,346665.59,Rafael Nascimento,Ativa,Doenças Graves,2777.3195,Morte Acidental,14997.5253,Invalidez Permanente,5554.639,55546.39
Pedro Lucas Pereira,614.582.930-33,Novais de Montenegro,ES,8947361355,2024-08-12,549.12,70024.99,Gael Pimenta,Cancelada,Morte Natural,13863.234,Diária por Incapacidade,12.60294,Doenças Graves,3150.735,63014.7
Bryan Melo,964.532.108-51,Costa do Oeste,MS,7868387964,2024-12-12,451.59,438613.19,André Sousa,Cancelada,Morte Acidental,34867.1925,Doenças Graves,6456.8875,Auxílio Funeral,516.551,129137.75
Ravi Lucca Caldeira,459.018.236-05,Moreira da Praia,RS,4235961431,2023-07-29,335.24,150112.59,Dra. Mariane Teixeira,Ativa,Doenças Graves,8594.026,Invalidez Permanente,17188.052,Auxílio Funeral,687.52208,171880.52
Eloá Casa Grande,740.365.298-38,Rezende do Amparo,CE,9969738526,2024-11-12,512.2,18490.69,Vitória Porto,Suspensa,Auxílio Funeral,389.28348,Morte Natural,21410.5914,Doenças Graves,4866.0435,97320.87
